week,symptom_id,symptom_name,source_hospital_id,source_hospital_name,source_city,source_region,target_hospital_id,target_hospital_name,target_city,target_region,geographic_relation,target_growth_rate
2026-07-27,S025,Bleeding,H003,JIPMER Puducherry,Puducherry,Puducherry,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,100.0
2026-07-27,S025,Bleeding,H003,JIPMER Puducherry,Puducherry,Puducherry,H010,SMS Medical College Hospital,Jaipur,Rajasthan,cross_region,200.0
2026-07-27,S026,Anaemia,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,200.0
2026-07-27,S027,Dehydration,H007,Safdarjung Hospital,New Delhi,Delhi,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,100.0
2026-07-27,S027,Dehydration,H007,Safdarjung Hospital,New Delhi,Delhi,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,66.66666666666666
2026-07-27,S027,Dehydration,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,100.0
2026-07-27,S027,Dehydration,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,25.0
2026-07-27,S027,Dehydration,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,66.66666666666666
2026-08-03,S007,Persistent Cough,H003,JIPMER Puducherry,Puducherry,Puducherry,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,36.0
2026-08-03,S007,Persistent Cough,H004,CMC Vellore,Vellore,Tamil Nadu,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,36.0
2026-08-03,S011,Chest Pain,H001,AIIMS New Delhi,New Delhi,Delhi,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,66.66666666666666
2026-08-03,S011,Chest Pain,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,66.66666666666666
2026-08-03,S012,Loss of Taste,H001,AIIMS New Delhi,New Delhi,Delhi,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,45.0
2026-08-03,S012,Loss of Taste,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,45.0
2026-08-03,S017,Rash,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,61.36363636363637
2026-08-03,S020,Diarrhoea,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,29.333333333333332
2026-08-03,S020,Diarrhoea,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,35.41666666666667
2026-08-03,S020,Diarrhoea,H007,Safdarjung Hospital,New Delhi,Delhi,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,29.333333333333332
2026-08-03,S020,Diarrhoea,H007,Safdarjung Hospital,New Delhi,Delhi,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,35.41666666666667
2026-08-03,S021,Abdominal Pain,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,42.2680412371134
2026-08-03,S021,Abdominal Pain,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,42.2680412371134
2026-08-03,S021,Abdominal Pain,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,42.2680412371134
2026-08-03,S022,Loss of Appetite,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,29.268292682926827
2026-08-03,S022,Loss of Appetite,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,29.268292682926827
2026-08-03,S025,Bleeding,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,100.0
2026-08-03,S025,Bleeding,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H010,SMS Medical College Hospital,Jaipur,Rajasthan,cross_region,33.33333333333333
2026-08-03,S025,Bleeding,H003,JIPMER Puducherry,Puducherry,Puducherry,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,100.0
2026-08-03,S025,Bleeding,H003,JIPMER Puducherry,Puducherry,Puducherry,H010,SMS Medical College Hospital,Jaipur,Rajasthan,cross_region,33.33333333333333
2026-08-03,S025,Bleeding,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,100.0
2026-08-03,S025,Bleeding,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H010,SMS Medical College Hospital,Jaipur,Rajasthan,cross_region,33.33333333333333
2026-08-03,S025,Bleeding,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,100.0
2026-08-03,S027,Dehydration,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,40.0
2026-08-03,S027,Dehydration,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,40.0
2026-08-10,S007,Persistent Cough,H003,JIPMER Puducherry,Puducherry,Puducherry,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,32.0
2026-08-10,S007,Persistent Cough,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,32.0
2026-08-10,S007,Persistent Cough,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,32.0
2026-08-10,S009,Runny Nose,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,26.666666666666668
2026-08-10,S009,Runny Nose,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,26.666666666666668
2026-08-10,S010,Breathlessness,H001,AIIMS New Delhi,New Delhi,Delhi,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,50.0
2026-08-10,S010,Breathlessness,H001,AIIMS New Delhi,New Delhi,Delhi,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,150.0
2026-08-10,S010,Breathlessness,H001,AIIMS New Delhi,New Delhi,Delhi,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,30.76923076923077
2026-08-10,S010,Breathlessness,H004,CMC Vellore,Vellore,Tamil Nadu,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,50.0
2026-08-10,S010,Breathlessness,H004,CMC Vellore,Vellore,Tamil Nadu,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,150.0
2026-08-10,S011,Chest Pain,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,100.0
2026-08-10,S012,Loss of Taste,H001,AIIMS New Delhi,New Delhi,Delhi,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,88.23529411764706
2026-08-10,S012,Loss of Taste,H001,AIIMS New Delhi,New Delhi,Delhi,H007,Safdarjung Hospital,New Delhi,Delhi,same_city,62.5
2026-08-10,S012,Loss of Taste,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,88.23529411764706
2026-08-10,S012,Loss of Taste,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,62.5
2026-08-10,S013,Loss of Smell,H001,AIIMS New Delhi,New Delhi,Delhi,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,42.30769230769231
2026-08-10,S013,Loss of Smell,H001,AIIMS New Delhi,New Delhi,Delhi,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,114.28571428571428
2026-08-10,S013,Loss of Smell,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,42.30769230769231
2026-08-10,S013,Loss of Smell,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,114.28571428571428
2026-08-10,S016,Retro-orbital Pain,H001,AIIMS New Delhi,New Delhi,Delhi,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,27.102803738317753
2026-08-10,S016,Retro-orbital Pain,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,27.102803738317753
2026-08-10,S017,Rash,H001,AIIMS New Delhi,New Delhi,Delhi,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,34.146341463414636
2026-08-10,S017,Rash,H004,CMC Vellore,Vellore,Tamil Nadu,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,34.146341463414636
2026-08-10,S022,Loss of Appetite,H003,JIPMER Puducherry,Puducherry,Puducherry,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,88.46153846153845
2026-08-10,S022,Loss of Appetite,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,88.46153846153845
2026-08-10,S022,Loss of Appetite,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,88.46153846153845
2026-08-10,S022,Loss of Appetite,H007,Safdarjung Hospital,New Delhi,Delhi,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,cross_region,88.46153846153845
2026-08-10,S025,Bleeding,H004,CMC Vellore,Vellore,Tamil Nadu,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,200.0
2026-08-10,S025,Bleeding,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,200.0
2026-08-10,S026,Anaemia,H002,PGIMER Chandigarh,Chandigarh,Chandigarh,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,300.0
2026-08-10,S027,Dehydration,H007,Safdarjung Hospital,New Delhi,Delhi,H001,AIIMS New Delhi,New Delhi,Delhi,same_city,100.0
2026-08-10,S027,Dehydration,H007,Safdarjung Hospital,New Delhi,Delhi,H004,CMC Vellore,Vellore,Tamil Nadu,cross_region,33.33333333333333
2026-08-10,S027,Dehydration,H007,Safdarjung Hospital,New Delhi,Delhi,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,166.66666666666669
2026-08-17,S009,Runny Nose,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,31.372549019607842
2026-08-17,S009,Runny Nose,H010,SMS Medical College Hospital,Jaipur,Rajasthan,H007,Safdarjung Hospital,New Delhi,Delhi,cross_region,31.372549019607842
2026-08-17,S011,Chest Pain,H004,CMC Vellore,Vellore,Tamil Nadu,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,100.0
2026-08-17,S011,Chest Pain,H004,CMC Vellore,Vellore,Tamil Nadu,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,300.0
2026-08-17,S013,Loss of Smell,H004,CMC Vellore,Vellore,Tamil Nadu,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,68.18181818181817
2026-08-17,S013,Loss of Smell,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,68.18181818181817
2026-08-17,S024,Night Sweats,H004,CMC Vellore,Vellore,Tamil Nadu,H003,JIPMER Puducherry,Puducherry,Puducherry,cross_region,27.27272727272727
2026-08-17,S024,Night Sweats,H004,CMC Vellore,Vellore,Tamil Nadu,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,cross_region,80.0
2026-08-17,S024,Night Sweats,H004,CMC Vellore,Vellore,Tamil Nadu,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,30.0
2026-08-17,S025,Bleeding,H007,Safdarjung Hospital,New Delhi,Delhi,H006,NIMHANS Bengaluru,Bengaluru,Karnataka,cross_region,300.0
2026-08-17,S027,Dehydration,H001,AIIMS New Delhi,New Delhi,Delhi,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,700.0
2026-08-17,S027,Dehydration,H004,CMC Vellore,Vellore,Tamil Nadu,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,700.0
2026-08-17,S027,Dehydration,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,700.0
2026-08-24,S011,Chest Pain,H003,JIPMER Puducherry,Puducherry,Puducherry,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,200.0
2026-08-24,S011,Chest Pain,H005,KGMU Lucknow,Lucknow,Uttar Pradesh,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,cross_region,200.0
2026-08-24,S027,Dehydration,H008,King Edward Memorial Hospital,Mumbai,Maharashtra,H009,Sree Chitra Tirunal Institute,Thiruvananthapuram,Kerala,cross_region,133.33333333333331
