symptom_pattern,encounter_count,mean_disease_similarity,mean_density_novelty,mean_cluster_novelty,mean_representation_novelty,max_representation_novelty,best_matching_disease_id,high_novelty_encounters,moderate_or_high_novelty_encounters,a7_evidence_status,best_matching_disease_id_a6,best_matching_disease,pathogen_type,inference_category,hospitals_affected,hospital_coverage_pct,total_anomalous_occurrences,mean_prevalence_growth,mean_persistence_weeks,cross_hospital_score,spread_level,known_disease_emerging_score,novelty_score,emergence_evidence_score,disease_inference_signal,clinical_evidence_score,lab_support_score,vital_support_score,imaging_support_score,disease_specific_test_support,clinical_support_category,temporal_emergence_score,final_emerging_score,confidence_score,signal_type,final_alert_level,supporting_lab_tests,supporting_imaging_findings,final_explanation,a7_raw_novelty_score,a7_novelty_score,a7_novelty_level,a7_interpretation
Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste,2404,0.9420831446402073,95.35839548635055,64.21145599353957,79.78492573994507,99.78244049178423,D005,972,2404,SUFFICIENT_MATCHING_ENCOUNTERS,D005,COVID-19,,KNOWN_DISEASE_EXPECTED,9,90.0,112,0.2708574976095569,4.0,64.6,MULTI-HOSPITAL,49.51,17.59,63.59,31.114,61.43,63.88,62.59,55.63,86.4,STRONG_CLINICAL_SUPPORT,44.507509098989146,51.42,89.42,WIDESPREAD_KNOWN_DISEASE_PATTERN,LOW,Alanine Aminotransferase (HIGH); Aspartate Aminotransferase (HIGH); C-Reactive Protein (HIGH); Hemoglobin (HIGH); SARS-CoV-2 Test (POSITIVE); Serum Creatinine (HIGH); Serum Sodium (HIGH); SpO2 (LOW); White Blood Cell Count (HIGH),Chest CT: Bilateral ground-glass or patchy opacities Abnormal pulmonary findings; Chest CT: No significant pulmonary abnormality No acute thoracic abnormality; Chest X-Ray: No focal pulmonary opacity No acute cardiopulmonary abnormality; Chest X-Ray: Patchy pulmonary opacities Abnormal chest radiograph with pulmonary changes,"The pattern is consistent with the expected presentation of COVID-19. The pattern is observed across multiple hospitals. Temporal analysis provides moderate evidence of emergence. Clinical evidence from laboratory results, vital signs and/or imaging strongly supports the surveillance signal. Final emerging-signal score: 51.4/100.",79.78492573994507,25.91,MINIMAL,CONSISTENT_WITH_ESTABLISHED_DISEASE
Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste + Sore Throat,1990,0.9598161143491508,94.73981781794816,66.11113777506851,80.42547779650832,98.1802131850113,D005,912,1990,SUFFICIENT_MATCHING_ENCOUNTERS,D005,COVID-19,,KNOWN_DISEASE_EXPECTED,2,20.0,67,-0.0039149993841008,5.0,42.57,LIMITED,29.72,11.53,42.39,19.099,61.88,64.05,63.81,55.66,86.63,STRONG_CLINICAL_SUPPORT,44.4396506252962,41.9,89.57,EXPECTED_KNOWN_DISEASE_PATTERN,LOW,Alanine Aminotransferase (HIGH); Aspartate Aminotransferase (HIGH); C-Reactive Protein (HIGH); Hemoglobin (HIGH); SARS-CoV-2 Test (POSITIVE); Serum Creatinine (HIGH); Serum Sodium (HIGH); SpO2 (LOW); White Blood Cell Count (HIGH),Chest CT: Bilateral ground-glass or patchy opacities Abnormal pulmonary findings; Chest CT: No significant pulmonary abnormality No acute thoracic abnormality; Chest X-Ray: No focal pulmonary opacity No acute cardiopulmonary abnormality; Chest X-Ray: Patchy pulmonary opacities Abnormal chest radiograph with pulmonary changes,"The pattern is consistent with the expected presentation of COVID-19. Temporal analysis provides moderate evidence of emergence. Clinical evidence from laboratory results, vital signs and/or imaging strongly supports the surveillance signal. Final emerging-signal score: 41.9/100.",80.42547779650835,25.88,MINIMAL,CONSISTENT_WITH_ESTABLISHED_DISEASE
Abdominal Pain + Diarrhoea + Fatigue + Fever + Headache,488,0.9880376070793926,99.97112642643422,60.3470040363633,80.15906523139878,100.0,D007,488,488,SUFFICIENT_MATCHING_ENCOUNTERS,D007,Typhoid Fever,,KNOWN_DISEASE_EXPECTED,2,20.0,4,0.1124061865537856,2.0,21.9,LIMITED,19.69,8.29,20.07,11.852,47.11,53.28,47.81,35.16,67.62,MODERATE_CLINICAL_SUPPORT,19.17830147994894,25.15,84.91,EXPECTED_KNOWN_DISEASE_PATTERN,LOW,Alanine Aminotransferase (HIGH); Aspartate Aminotransferase (HIGH); Bilirubin (HIGH); C-Reactive Protein (HIGH); Hemoglobin (HIGH); Typhoid Serology (POSITIVE); White Blood Cell Count (LOW),Abdominal Ultrasound: Mild bowel wall or abdominal inflammatory changes Abnormal abdominal sonographic findings; Abdominal Ultrasound: No significant abdominal abnormality Unremarkable abdominal ultrasound,The pattern is consistent with the expected presentation of Typhoid Fever. Clinical evidence provides moderate support for the surveillance signal. Final emerging-signal score: 25.1/100.,80.15906523139876,25.41,MINIMAL,CONSISTENT_WITH_ESTABLISHED_DISEASE
Abdominal Pain + Diarrhoea + Fever + Loss of Appetite,610,0.9692124938626003,99.9769011411474,56.01959859689976,77.99824986902357,81.4755268885546,D007,610,610,SUFFICIENT_MATCHING_ENCOUNTERS,D007,Typhoid Fever,,KNOWN_DISEASE_EXPECTED,3,30.0,7,2.1061530706650315,2.0,50.05,LIMITED,48.64,16.69,50.39,29.359,46.35,54.63,45.0,33.05,69.67,MODERATE_CLINICAL_SUPPORT,50.78573587840688,44.1,97.67,EXPECTED_KNOWN_DISEASE_PATTERN,LOW,Alanine Aminotransferase (HIGH); Aspartate Aminotransferase (HIGH); Bilirubin (HIGH); C-Reactive Protein (HIGH); Hemoglobin (HIGH); Typhoid Serology (POSITIVE); White Blood Cell Count (LOW),Abdominal Ultrasound: Mild bowel wall or abdominal inflammatory changes Abnormal abdominal sonographic findings; Abdominal Ultrasound: No significant abdominal abnormality Unremarkable abdominal ultrasound,The pattern is consistent with the expected presentation of Typhoid Fever. The pattern is present across several hospitals. Temporal analysis provides moderate evidence of emergence. Clinical evidence provides moderate support for the surveillance signal. Final emerging-signal score: 44.1/100.,77.99824986902358,24.99,MINIMAL,CONSISTENT_WITH_ESTABLISHED_DISEASE
Abdominal Pain + Diarrhoea + Fatigue + Fever + Loss of Appetite,501,0.9860871743194055,99.97187564091797,55.45992469443918,77.71590016767858,81.4755268885546,D007,501,501,SUFFICIENT_MATCHING_ENCOUNTERS,D007,Typhoid Fever,,KNOWN_DISEASE_EXPECTED,5,50.0,16,0.655369739828007,1.6,42.52,WIDESPREAD,41.12,12.69,42.05,24.765,46.7,53.75,46.71,34.01,68.46,MODERATE_CLINICAL_SUPPORT,29.41901462153981,36.51,91.17,EXPECTED_KNOWN_DISEASE_PATTERN,LOW,Alanine Aminotransferase (HIGH); Aspartate Aminotransferase (HIGH); Bilirubin (HIGH); C-Reactive Protein (HIGH); Hemoglobin (HIGH); Typhoid Serology (POSITIVE); White Blood Cell Count (LOW),Abdominal Ultrasound: Mild bowel wall or abdominal inflammatory changes Abnormal abdominal sonographic findings; Abdominal Ultrasound: No significant abdominal abnormality Unremarkable abdominal ultrasound,The pattern is consistent with the expected presentation of Typhoid Fever. The pattern is present across several hospitals. Clinical evidence provides moderate support for the surveillance signal. Final emerging-signal score: 36.5/100.,77.71590016767857,24.67,MINIMAL,CONSISTENT_WITH_ESTABLISHED_DISEASE
Abdominal Pain + Diarrhoea + Fever + Headache + Loss of Appetite,506,0.9853636936361632,99.97215354960454,54.59709710381017,77.28462532670736,78.68701861636855,D007,506,506,SUFFICIENT_MATCHING_ENCOUNTERS,D007,Typhoid Fever,,KNOWN_DISEASE_EXPECTED,7,70.0,21,0.3315717692097898,1.5714285714285714,41.91,MULTI-HOSPITAL,36.2,11.82,37.73,21.873,47.23,54.91,46.81,33.91,70.36,MODERATE_CLINICAL_SUPPORT,25.328619931243523,34.91,88.81,EXPECTED_KNOWN_DISEASE_PATTERN,LOW,Alanine Aminotransferase (HIGH); Aspartate Aminotransferase (HIGH); Bilirubin (HIGH); C-Reactive Protein (HIGH); Hemoglobin (HIGH); Typhoid Serology (POSITIVE); White Blood Cell Count (LOW),Abdominal Ultrasound: Mild bowel wall or abdominal inflammatory changes Abnormal abdominal sonographic findings; Abdominal Ultrasound: No significant abdominal abnormality Unremarkable abdominal ultrasound,The pattern is consistent with the expected presentation of Typhoid Fever. The pattern is observed across multiple hospitals. Clinical evidence provides moderate support for the surveillance signal. Final emerging-signal score: 34.9/100.,77.28462532670736,24.54,MINIMAL,CONSISTENT_WITH_ESTABLISHED_DISEASE
Abdominal Pain + Diarrhoea + Fatigue + Fever + Headache + Loss of Appetite,421,1.0000000000000002,99.96653134465535,54.036432232174086,77.00148178841472,77.00148178841474,D007,421,421,SUFFICIENT_MATCHING_ENCOUNTERS,D007,Typhoid Fever,,KNOWN_DISEASE_EXPECTED,8,80.0,99,-0.0051950206674796,3.5,51.78,MULTI-HOSPITAL,40.31,12.03,50.28,25.183,47.72,54.29,48.65,34.77,69.36,MODERATE_CLINICAL_SUPPORT,37.08559946446081,41.18,92.56,EXPECTED_KNOWN_DISEASE_PATTERN,LOW,Alanine Aminotransferase (HIGH); Aspartate Aminotransferase (HIGH); Bilirubin (HIGH); C-Reactive Protein (HIGH); Hemoglobin (HIGH); Typhoid Serology (POSITIVE); White Blood Cell Count (LOW),Abdominal Ultrasound: Mild bowel wall or abdominal inflammatory changes Abnormal abdominal sonographic findings; Abdominal Ultrasound: No significant abdominal abnormality Unremarkable abdominal ultrasound,The pattern is consistent with the expected presentation of Typhoid Fever. The pattern is observed across multiple hospitals. Clinical evidence provides moderate support for the surveillance signal. Final emerging-signal score: 41.2/100.,77.00148178841472,24.26,MINIMAL,CONSISTENT_WITH_ESTABLISHED_DISEASE
Diarrhoea + Fatigue + Fever + Loss of Appetite,617,0.9682608898928979,99.73264148654825,46.71157310324559,73.22210729489692,81.4755268885546,D007,501,527,SUFFICIENT_MATCHING_ENCOUNTERS,D007,Typhoid Fever,,KNOWN_DISEASE_EXPECTED,3,30.0,6,1.0987183364909052,1.6666666666666667,48.07,LIMITED,47.17,16.29,48.38,28.423,46.38,54.37,44.79,33.94,69.53,MODERATE_CLINICAL_SUPPORT,33.2464384878584,39.77,92.05,EXPECTED_KNOWN_DISEASE_PATTERN,LOW,Alanine Aminotransferase (HIGH); Aspartate Aminotransferase (HIGH); Bilirubin (HIGH); C-Reactive Protein (HIGH); Hemoglobin (HIGH); Typhoid Serology (POSITIVE); White Blood Cell Count (LOW),Abdominal Ultrasound: Mild bowel wall or abdominal inflammatory changes Abnormal abdominal sonographic findings; Abdominal Ultrasound: No significant abdominal abnormality Unremarkable abdominal ultrasound,The pattern is consistent with the expected presentation of Typhoid Fever. The pattern is present across several hospitals. Clinical evidence provides moderate support for the surveillance signal. Final emerging-signal score: 39.8/100.,73.22210729489692,23.49,MINIMAL,CONSISTENT_WITH_ESTABLISHED_DISEASE
Diarrhoea + Fever + Headache + Loss of Appetite,625,0.967089301524124,99.66253138173695,45.10615097813325,72.38434117993509,78.68701861636855,D007,506,506,SUFFICIENT_MATCHING_ENCOUNTERS,D007,Typhoid Fever,,KNOWN_DISEASE_EXPECTED,2,20.0,6,4.166535320974975,2.0,47.35,LIMITED,46.48,16.25,48.21,28.061,46.42,54.77,44.8,33.31,70.4,MODERATE_CLINICAL_SUPPORT,63.71010788493926,45.57,90.47,EXPECTED_KNOWN_DISEASE_PATTERN,LOW,Alanine Aminotransferase (HIGH); Aspartate Aminotransferase (HIGH); Bilirubin (HIGH); C-Reactive Protein (HIGH); Hemoglobin (HIGH); Typhoid Serology (POSITIVE); White Blood Cell Count (LOW),Abdominal Ultrasound: Mild bowel wall or abdominal inflammatory changes Abnormal abdominal sonographic findings; Abdominal Ultrasound: No significant abdominal abnormality Unremarkable abdominal ultrasound,The pattern is consistent with the expected presentation of Typhoid Fever. Temporal analysis indicates strong evidence of recent emergence or persistence. Clinical evidence provides moderate support for the surveillance signal. Final emerging-signal score: 45.6/100.,72.3843411799351,23.25,MINIMAL,CONSISTENT_WITH_ESTABLISHED_DISEASE
Diarrhoea + Fatigue + Fever + Headache + Loss of Appetite,511,0.9846543710876222,99.67718159921775,45.35732367982051,72.51725263951914,77.00148178841474,D007,421,421,SUFFICIENT_MATCHING_ENCOUNTERS,D007,Typhoid Fever,,KNOWN_DISEASE_EXPECTED,8,80.0,23,0.3736216863051199,1.625,46.0,MULTI-HOSPITAL,39.92,12.59,41.59,24.119,47.1,54.48,46.61,34.4,69.86,MODERATE_CLINICAL_SUPPORT,26.58681617866885,36.92,88.69,EXPECTED_KNOWN_DISEASE_PATTERN,LOW,Alanine Aminotransferase (HIGH); Aspartate Aminotransferase (HIGH); Bilirubin (HIGH); C-Reactive Protein (HIGH); Hemoglobin (HIGH); Typhoid Serology (POSITIVE); White Blood Cell Count (LOW),Abdominal Ultrasound: Mild bowel wall or abdominal inflammatory changes Abnormal abdominal sonographic findings; Abdominal Ultrasound: No significant abdominal abnormality Unremarkable abdominal ultrasound,The pattern is consistent with the expected presentation of Typhoid Fever. The pattern is observed across multiple hospitals. Clinical evidence provides moderate support for the surveillance signal. Final emerging-signal score: 36.9/100.,72.51725263951913,23.05,MINIMAL,CONSISTENT_WITH_ESTABLISHED_DISEASE
Abdominal Pain + Fever + Loss of Appetite,1222,0.9218846485930788,99.66288723737789,36.95895320486491,68.31092022112139,81.4755268885546,D007,610,1144,SUFFICIENT_MATCHING_ENCOUNTERS,D007,Typhoid Fever,,KNOWN_DISEASE_EXPECTED,3,30.0,9,1.066896742527756,2.333333333333333,50.29,LIMITED,45.92,18.23,51.79,28.139000000000003,45.15,53.93,43.54,31.28,68.58,MODERATE_CLINICAL_SUPPORT,37.94902864792452,41.0,93.93,EXPECTED_KNOWN_DISEASE_PATTERN,LOW,Alanine Aminotransferase (HIGH); Aspartate Aminotransferase (HIGH); Bilirubin (HIGH); C-Reactive Protein (HIGH); Hemoglobin (HIGH); Typhoid Serology (POSITIVE); White Blood Cell Count (LOW),Abdominal Ultrasound: Mild bowel wall or abdominal inflammatory changes Abnormal abdominal sonographic findings; Abdominal Ultrasound: No significant abdominal abnormality Unremarkable abdominal ultrasound,The pattern is consistent with the expected presentation of Typhoid Fever. The pattern is present across several hospitals. Clinical evidence provides moderate support for the surveillance signal. Final emerging-signal score: 41.0/100.,68.31092022112139,22.57,MINIMAL,CONSISTENT_WITH_ESTABLISHED_DISEASE
Abdominal Pain + Fatigue + Fever + Loss of Appetite,1003,0.940218288482798,99.6254356017634,37.605180555756476,68.61530807875994,81.4755268885546,D007,501,1003,SUFFICIENT_MATCHING_ENCOUNTERS,D007,Typhoid Fever,,KNOWN_DISEASE_EXPECTED,8,80.0,29,0.1420797186278984,1.875,41.58,MULTI-HOSPITAL,31.1,13.09,36.62,19.212,45.43,53.36,44.83,31.88,68.0,MODERATE_CLINICAL_SUPPORT,25.379713243976187,33.71,89.57,EXPECTED_KNOWN_DISEASE_PATTERN,LOW,Alanine Aminotransferase (HIGH); Aspartate Aminotransferase (HIGH); Bilirubin (HIGH); C-Reactive Protein (HIGH); Hemoglobin (HIGH); Typhoid Serology (POSITIVE); White Blood Cell Count (LOW),Abdominal Ultrasound: Mild bowel wall or abdominal inflammatory changes Abnormal abdominal sonographic findings; Abdominal Ultrasound: No significant abdominal abnormality Unremarkable abdominal ultrasound,The pattern is consistent with the expected presentation of Typhoid Fever. The pattern is observed across multiple hospitals. Clinical evidence provides moderate support for the surveillance signal. Final emerging-signal score: 33.7/100.,68.61530807875994,22.42,MINIMAL,CONSISTENT_WITH_ESTABLISHED_DISEASE
Abdominal Pain + Fever + Headache + Loss of Appetite,990,0.9423296560984078,99.58388707482402,36.14446529627046,67.86417618554725,78.68701861636855,D007,506,912,SUFFICIENT_MATCHING_ENCOUNTERS,D007,Typhoid Fever,,KNOWN_DISEASE_EXPECTED,3,30.0,10,2.2220201995063227,1.3333333333333333,46.12,LIMITED,42.54,15.14,46.89,25.959,46.01,54.23,45.25,32.12,69.09,MODERATE_CLINICAL_SUPPORT,49.78753311288104,41.79,97.89,EXPECTED_KNOWN_DISEASE_PATTERN,LOW,Alanine Aminotransferase (HIGH); Aspartate Aminotransferase (HIGH); Bilirubin (HIGH); C-Reactive Protein (HIGH); Hemoglobin (HIGH); Typhoid Serology (POSITIVE); White Blood Cell Count (LOW),Abdominal Ultrasound: Mild bowel wall or abdominal inflammatory changes Abnormal abdominal sonographic findings; Abdominal Ultrasound: No significant abdominal abnormality Unremarkable abdominal ultrasound,The pattern is consistent with the expected presentation of Typhoid Fever. The pattern is present across several hospitals. Temporal analysis provides moderate evidence of emergence. Clinical evidence provides moderate support for the surveillance signal. Final emerging-signal score: 41.8/100.,67.86417618554724,22.16,MINIMAL,CONSISTENT_WITH_ESTABLISHED_DISEASE
Abdominal Pain + Fatigue + Fever + Headache + Loss of Appetite,827,0.9572256314935459,99.54572177577835,36.531598511746026,68.0386601437622,77.00148178841474,D007,421,827,SUFFICIENT_MATCHING_ENCOUNTERS,D007,Typhoid Fever,,KNOWN_DISEASE_EXPECTED,4,40.0,51,-0.0389745170360635,4.25,42.24,WIDESPREAD,29.94,11.63,40.16,18.986,46.48,53.98,46.69,32.72,68.92,MODERATE_CLINICAL_SUPPORT,39.09363887458593,36.86,96.37,EXPECTED_KNOWN_DISEASE_PATTERN,LOW,Alanine Aminotransferase (HIGH); Aspartate Aminotransferase (HIGH); Bilirubin (HIGH); C-Reactive Protein (HIGH); Hemoglobin (HIGH); Typhoid Serology (POSITIVE); White Blood Cell Count (LOW),Abdominal Ultrasound: Mild bowel wall or abdominal inflammatory changes Abnormal abdominal sonographic findings; Abdominal Ultrasound: No significant abdominal abnormality Unremarkable abdominal ultrasound,The pattern is consistent with the expected presentation of Typhoid Fever. The pattern is present across several hospitals. Clinical evidence provides moderate support for the surveillance signal. Final emerging-signal score: 36.9/100.,68.03866014376219,22.01,MINIMAL,CONSISTENT_WITH_ESTABLISHED_DISEASE
Diarrhoea + Fever + Vomiting,1655,0.8878413186384937,86.01309214166317,34.664755254060644,60.33892369786192,100.0,D008,416,900,SUFFICIENT_MATCHING_ENCOUNTERS,D008,Acute Gastroenteritis,,KNOWN_DISEASE_EXPECTED,2,20.0,9,1.0109419161226856,2.0,45.78,LIMITED,46.96,18.01,47.88,28.268,30.41,7.64,46.38,52.21,0.0,WEAK_CLINICAL_SUPPORT,35.16526180740402,35.44,92.29,EXPECTED_KNOWN_DISEASE_PATTERN,LOW,C-Reactive Protein (HIGH); Hemoglobin (HIGH); Serum Creatinine (HIGH); Serum Potassium (HIGH); Serum Sodium (HIGH); White Blood Cell Count (HIGH),Abdominal CT: Inflammatory changes in abdominal structures Abnormal abdominal CT findings; Abdominal CT: No acute abdominal abnormality No significant acute finding; Abdominal Ultrasound: Mild bowel wall or abdominal inflammatory changes Abnormal abdominal sonographic findings; Abdominal Ultrasound: No significant abdominal abnormality Unremarkable abdominal ultrasound,The pattern is consistent with the expected presentation of Acute Gastroenteritis. Clinical evidence is currently limited. Final emerging-signal score: 35.4/100.,60.3389236978619,20.52,MINIMAL,CONSISTENT_WITH_ESTABLISHED_DISEASE
