hospital_id,symptom_pattern,baseline_occurrences,current_pattern_occurrences,current_anomalous_occurrences,baseline_prevalence,current_prevalence,prevalence_growth,baseline_daily_average,current_daily_average,current_weekly_average,current_week_count,peak_weekly_count,week_over_week_growth,baseline_relative_growth,persistence_weeks,emergence_score,alert_level
H008,Fatigue + Fever + Night Sweats + Persistent Cough + Weight Loss,9,7,7,0.0013227513227513227,0.0021432945499081446,0.6203306797305574,0.14754098360655737,0.2413793103448276,1.75,4,3,-0.6666666666666666,0.6360153256704982,4,49.11,MODERATE
H008,Fever + Muscle Pain + Rash + Retro-orbital Pain + Vomiting,1,2,2,0.00014697236919459142,0.000612369871402327,3.1665646050214327,0.01639344262295082,0.06896551724137931,1.0,2,1,0.0,3.2068965517241375,2,43.0,MODERATE
H008,Diarrhoea + Fatigue + Fever + Loss of Appetite,2,2,2,0.00029394473838918284,0.000612369871402327,1.0832823025107166,0.03278688524590164,0.06896551724137931,1.0,2,1,0.0,1.1034482758620687,1,38.0,LOW
H008,Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash + Vomiting,6,4,4,0.0008818342151675485,0.001224739742804654,0.3888548683404777,0.09836065573770492,0.13793103448275862,1.0,4,1,0.0,0.40229885057471265,4,37.67,MODERATE
H008,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash + Retro-orbital Pain + Vomiting,6,4,4,0.0008818342151675485,0.001224739742804654,0.3888548683404777,0.09836065573770492,0.13793103448275862,1.3333333333333333,3,2,1.0,0.40229885057471265,1,37.67,MODERATE
H008,Chest Pain + Fatigue + Fever + Night Sweats + Persistent Cough + Weight Loss,10,5,5,0.0014697236919459142,0.0015309246785058174,0.041641151255358125,0.16393442622950818,0.1724137931034483,1.0,5,1,0.0,0.051724137931034635,5,33.75,LOW
H008,Abdominal Pain + Fatigue + Fever + Headache + Loss of Appetite,20,9,9,0.0029394473838918285,0.0027556644213104714,-0.06252296387017765,0.32786885245901637,0.3103448275862069,2.25,4,4,-0.75,-0.053448275862068864,4,33.5,LOW
H008,Abdominal Pain + Fever + Headache + Loss of Appetite,5,4,4,0.0007348618459729571,0.001224739742804654,0.6666258420085731,0.08196721311475409,0.13793103448275862,1.3333333333333333,3,2,0.0,0.6827586206896553,1,31.0,LOW
H008,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Rash + Retro-orbital Pain + Vomiting,8,3,3,0.0011757789535567313,0.0009185548071034905,-0.21876913655848132,0.13114754098360656,0.10344827586206896,1.5,2,2,1.0,-0.2112068965517242,2,29.5,LOW
H008,Abdominal Pain + Dehydration + Diarrhoea + Fever + Nausea + Vomiting,14,8,8,0.00205761316872428,0.002449479485609308,0.19044703000612362,0.22950819672131148,0.27586206896551724,2.0,4,5,-0.8,0.20197044334975364,2,27.71,LOW
H008,Breathlessness + Dry Cough + Fever + Loss of Smell + Loss of Taste + Sore Throat,6,4,4,0.0008818342151675485,0.001224739742804654,0.3888548683404777,0.09836065573770492,0.13793103448275862,1.0,4,1,0.0,0.40229885057471265,2,27.67,LOW
H008,Abdominal Pain + Diarrhoea + Fatigue + Fever + Headache,3,2,2,0.0004409171075837742,0.000612369871402327,0.3888548683404777,0.04918032786885246,0.06896551724137931,1.0,2,1,0.0,0.40229885057471265,2,24.67,LOW
H008,Fever + Headache + Muscle Pain + Rash + Retro-orbital Pain + Vomiting,12,5,5,0.001763668430335097,0.0015309246785058174,-0.13196570728720147,0.19672131147540983,0.1724137931034483,1.6666666666666667,3,2,-0.5,-0.12356321839080452,3,22.5,LOW
H008,Dry Cough + Fever + Loss of Smell + Loss of Taste,7,4,4,0.00102880658436214,0.001224739742804654,0.19044703000612362,0.11475409836065574,0.13793103448275862,1.3333333333333333,3,2,-0.5,0.20197044334975364,2,21.71,LOW
H008,Abdominal Pain + Fatigue + Fever + Loss of Appetite,8,4,4,0.0011757789535567313,0.001224739742804654,0.041641151255358236,0.13114754098360656,0.13793103448275862,2.0,2,3,-0.6666666666666666,0.05172413793103441,2,17.25,LOW
H008,Fever + Headache + Joint Pain + Muscle Pain + Rash + Vomiting,10,4,4,0.0014697236919459142,0.001224739742804654,-0.16668707899571344,0.16393442622950818,0.13793103448275862,1.3333333333333333,3,2,-0.5,-0.15862068965517237,1,11.0,LOW
H008,Abdominal Pain + Diarrhoea + Fatigue + Fever + Loss of Appetite,7,2,2,0.00102880658436214,0.000612369871402327,-0.4047764849969382,0.11475409836065574,0.06896551724137931,1.0,2,1,0.0,-0.39901477832512317,1,8.0,LOW
H008,Anaemia + Chills + Fatigue + Fever + Headache + Nausea + Sweating + Vomiting,8,2,2,0.0011757789535567313,0.000612369871402327,-0.47917942437232086,0.13114754098360656,0.06896551724137931,1.0,2,1,0.0,-0.4741379310344828,1,8.0,LOW
H009,Abdominal Pain + Dehydration + Diarrhoea + Fever + Nausea + Vomiting,17,14,14,0.003082502266545784,0.005380476556495004,0.7454898946511734,0.2786885245901639,0.4827586206896552,3.5,4,6,1.0,0.7322515212981746,4,78.36,CRITICAL
H009,Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste,18,15,15,0.0032638259292837716,0.005764796310530361,0.7662695362541633,0.29508196721311475,0.5172413793103449,3.0,5,6,-0.5,0.7528735632183909,5,70.49,HIGH
H009,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste + Sore Throat,45,18,18,0.008159564823209429,0.006917755572636433,-0.15219062259800156,0.7377049180327869,0.6206896551724138,3.6,5,6,-0.2,-0.15862068965517243,5,52.0,MODERATE
H009,Fatigue + Fever + Night Sweats + Persistent Cough,20,12,12,0.003626473254759746,0.004611837048424289,0.2717140661029976,0.32786885245901637,0.41379310344827586,3.0,4,7,-0.8571428571428571,0.26206896551724146,4,46.15,MODERATE
H009,Fever + Headache + Muscle Pain + Nausea + Rash + Vomiting,1,3,3,0.00018132366273798732,0.0011529592621060721,5.358570330514988,0.01639344262295082,0.10344827586206896,1.5,2,2,-0.5,5.310344827586206,2,44.5,MODERATE
H009,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash + Retro-orbital Pain + Vomiting,2,3,3,0.00036264732547597464,0.0011529592621060721,2.1792851652574936,0.03278688524590164,0.10344827586206896,1.0,3,1,0.0,2.1551724137931036,2,44.5,MODERATE
H009,Abdominal Pain + Diarrhoea + Fever + Headache + Loss of Appetite,3,3,3,0.0005439709882139619,0.0011529592621060721,1.119523443504996,0.04918032786885246,0.10344827586206896,1.5,2,2,-0.5,1.103448275862069,2,44.5,MODERATE
H009,Diarrhoea + Fatigue + Fever + Headache + Loss of Appetite,4,3,3,0.0007252946509519493,0.0011529592621060721,0.5896425826287469,0.06557377049180328,0.10344827586206896,1.5,2,2,1.0,0.5775862068965516,1,42.19,MODERATE
H009,Anaemia + Chills + Fatigue + Fever + Headache + Sweating + Vomiting,2,4,4,0.00036264732547597464,0.0015372790161414297,3.239046887009992,0.03278688524590164,0.13793103448275862,2.0,2,2,0.0,3.2068965517241375,1,41.0,MODERATE
H009,Dry Cough + Fever + Loss of Smell + Loss of Taste,3,3,3,0.0005439709882139619,0.0011529592621060721,1.119523443504996,0.04918032786885246,0.10344827586206896,1.0,3,1,0.0,1.103448275862069,1,39.5,MODERATE
H009,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Smell + Sore Throat,1,2,2,0.00018132366273798732,0.0007686395080707148,3.239046887009992,0.01639344262295082,0.06896551724137931,1.0,2,1,0.0,3.2068965517241375,1,38.0,LOW
H009,Abdominal Pain + Diarrhoea + Fatigue + Fever + Loss of Appetite,1,2,2,0.00018132366273798732,0.0007686395080707148,3.239046887009992,0.01639344262295082,0.06896551724137931,1.0,2,1,0.0,3.2068965517241375,1,38.0,LOW
H009,Abdominal Pain + Diarrhoea + Fatigue + Fever + Headache + Loss of Appetite,20,8,8,0.003626473254759746,0.0030745580322828594,-0.15219062259800153,0.32786885245901637,0.27586206896551724,2.0,4,4,-0.5,-0.15862068965517237,2,22.0,LOW
H009,Abdominal Pain + Fatigue + Fever + Loss of Appetite,6,3,3,0.0010879419764279238,0.0011529592621060721,0.059761721752498026,0.09836065573770492,0.10344827586206896,1.0,3,1,0.0,0.05172413793103449,3,21.29,LOW
H009,Fatigue + Fever + Night Sweats + Persistent Cough + Weight Loss,5,3,3,0.0009066183136899365,0.0011529592621060721,0.2717140661029976,0.08196721311475409,0.10344827586206896,1.0,3,1,0.0,0.26206896551724146,1,17.65,LOW
H009,Dry Cough + Fever + Loss of Smell + Loss of Taste + Sore Throat,21,6,6,0.0038077969174977336,0.0023059185242121443,-0.3944218732842869,0.3442622950819672,0.20689655172413793,2.0,3,2,0.0,-0.39901477832512317,1,14.0,LOW
H009,Fever + Headache + Muscle Pain + Rash + Retro-orbital Pain + Vomiting,5,2,2,0.0009066183136899365,0.0007686395080707148,-0.15219062259800153,0.08196721311475409,0.06896551724137931,1.0,2,1,0.0,-0.15862068965517237,1,8.0,LOW
H009,Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash,8,2,2,0.0014505893019038985,0.0007686395080707148,-0.470119139123751,0.13114754098360656,0.06896551724137931,1.0,2,1,0.0,-0.4741379310344828,1,8.0,LOW
H009,Chest Pain + Fatigue + Fever + Night Sweats + Persistent Cough + Weight Loss,12,2,2,0.0021758839528558476,0.0007686395080707148,-0.6467460927491673,0.19672131147540983,0.06896551724137931,1.0,2,1,0.0,-0.6494252873563219,1,8.0,LOW
H010,Abdominal Pain + Dehydration + Diarrhoea + Fever + Nausea + Vomiting,20,15,15,0.0023236900197513653,0.003622313450857281,0.5588625935764309,0.32786885245901637,0.5172413793103449,3.0,5,6,0.5,0.5775862068965519,5,71.77,HIGH
H010,Fever + Muscle Pain + Nausea + Rash + Vomiting,1,3,3,0.00011618450098756825,0.0007244626901714562,5.2354503743057235,0.01639344262295082,0.10344827586206896,1.5,2,2,1.0,5.310344827586206,2,59.5,MODERATE
H010,Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste,33,16,16,0.0038340885325897525,0.003863801014247766,0.00774955544334921,0.5409836065573771,0.5517241379310345,4.0,4,7,6.0,0.019853709508881823,4,59.23,HIGH
H010,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste + Sore Throat,60,21,21,0.006971070059254096,0.005071238831200193,-0.2725307896643323,0.9836065573770492,0.7241379310344828,4.2,5,8,0.14285714285714285,-0.26379310344827583,5,57.14,HIGH
H010,Dry Cough + Fatigue + Fever + Loss of Smell + Loss of Taste + Sore Throat,66,31,31,0.007668177065179505,0.007486114465105047,-0.02374261816425548,1.0819672131147542,1.0689655172413792,6.2,5,11,-0.5,-0.012016718913270798,5,55.0,HIGH
H010,Abdominal Pain + Fever + Loss of Appetite,3,4,4,0.0003485535029627048,0.0009659502535619416,1.7713112774692101,0.04918032786885246,0.13793103448275862,1.0,4,1,0.0,1.8045977011494252,3,51.0,MODERATE
H010,Breathlessness + Dry Cough + Fever + Loss of Smell + Loss of Taste + Sore Throat,4,3,3,0.000464738003950273,0.0007244626901714562,0.5588625935764309,0.06557377049180328,0.10344827586206896,1.5,2,2,1.0,0.5775862068965516,2,46.27,MODERATE
H010,Fever + Muscle Pain + Rash + Retro-orbital Pain,2,3,3,0.0002323690019751365,0.0007244626901714562,2.1177251871528617,0.03278688524590164,0.10344827586206896,1.5,2,2,-0.5,2.1551724137931036,2,44.5,MODERATE
H010,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Rash + Retro-orbital Pain,2,3,3,0.0002323690019751365,0.0007244626901714562,2.1177251871528617,0.03278688524590164,0.10344827586206896,1.5,2,2,-0.5,2.1551724137931036,2,44.5,MODERATE
H010,Diarrhoea + Fatigue + Fever + Loss of Appetite,2,2,2,0.0002323690019751365,0.0004829751267809708,1.0784834581019078,0.03278688524590164,0.06896551724137931,1.0,2,1,0.0,1.1034482758620687,2,43.0,MODERATE
H010,Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash + Vomiting,8,5,5,0.000929476007900546,0.001207437816952427,0.2990521613136924,0.13114754098360656,0.1724137931034483,2.5,2,4,3.0,0.31465517241379315,2,41.47,MODERATE
H010,Chest Pain + Fever + Night Sweats + Persistent Cough + Weight Loss,1,3,3,0.00011618450098756825,0.0007244626901714562,5.2354503743057235,0.01639344262295082,0.10344827586206896,1.0,3,1,0.0,5.310344827586206,1,39.5,MODERATE
H010,Fever + Headache + Muscle Pain + Rash,2,3,3,0.0002323690019751365,0.0007244626901714562,2.1177251871528617,0.03278688524590164,0.10344827586206896,1.5,2,2,-0.5,2.1551724137931036,1,39.5,MODERATE
H010,Fever + Headache + Muscle Pain + Nausea + Rash,1,2,2,0.00011618450098756825,0.0004829751267809708,3.1569669162038156,0.01639344262295082,0.06896551724137931,1.0,2,1,0.0,3.2068965517241375,1,38.0,LOW
H010,Fever + Joint Pain + Muscle Pain + Nausea + Rash + Vomiting,2,2,2,0.0002323690019751365,0.0004829751267809708,1.0784834581019078,0.03278688524590164,0.06896551724137931,1.0,2,1,0.0,1.1034482758620687,1,38.0,LOW
H010,Fever + Joint Pain + Muscle Pain + Nausea + Rash,2,2,2,0.0002323690019751365,0.0004829751267809708,1.0784834581019078,0.03278688524590164,0.06896551724137931,1.0,2,1,0.0,1.1034482758620687,1,38.0,LOW
H010,Fever + Headache + Joint Pain + Muscle Pain + Rash + Vomiting,14,8,8,0.0016265830138259556,0.001931900507123883,0.18770483320109016,0.22950819672131148,0.27586206896551724,2.0,4,3,-0.5,0.20197044334975364,4,37.63,MODERATE
H010,Abdominal Pain + Fatigue + Fever + Loss of Appetite,8,5,5,0.000929476007900546,0.001207437816952427,0.2990521613136924,0.13114754098360656,0.1724137931034483,1.6666666666666667,3,3,2.0,0.31465517241379315,1,36.47,MODERATE
H010,Fever + Headache + Joint Pain + Muscle Pain + Nausea,5,4,4,0.0005809225049378413,0.0009659502535619416,0.6627867664815261,0.08196721311475409,0.13793103448275862,2.0,2,2,0.0,0.6827586206896553,2,35.88,MODERATE
H010,Fever + Headache + Muscle Pain + Rash + Retro-orbital Pain + Vomiting,17,4,4,0.00197513651678866,0.0009659502535619416,-0.510945068681904,0.2786885245901639,0.13793103448275862,2.0,2,3,2.0,-0.5050709939148073,2,31.0,LOW
H010,Fatigue + Fever + Night Sweats + Persistent Cough + Weight Loss,18,5,5,0.0020913210177762286,0.001207437816952427,-0.42264348386058115,0.29508196721311475,0.1724137931034483,1.25,4,2,0.0,-0.41570881226053635,4,27.5,LOW
H010,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash + Retro-orbital Pain + Vomiting,8,3,3,0.000929476007900546,0.0007244626901714562,-0.22056870321178457,0.13114754098360656,0.10344827586206896,1.5,2,2,1.0,-0.2112068965517242,1,24.5,LOW
H010,Abdominal Pain + Diarrhoea + Fatigue + Fever + Loss of Appetite,10,3,3,0.0011618450098756826,0.0007244626901714562,-0.37645496256942773,0.16393442622950818,0.10344827586206896,1.5,2,2,1.0,-0.36896551724137927,1,24.5,LOW
H010,Anaemia + Chills + Fatigue + Fever + Headache + Nausea + Sweating,5,3,3,0.0005809225049378413,0.0007244626901714562,0.2470900748611446,0.08196721311475409,0.10344827586206896,1.5,2,2,-0.5,0.26206896551724146,2,21.91,LOW
H010,Dry Cough + Fever + Loss of Smell + Loss of Taste + Sore Throat,27,11,11,0.003136981526664343,0.0026563631972953395,-0.15321044299551898,0.4426229508196721,0.3793103448275862,5.5,2,8,-0.625,-0.1430395913154534,1,21.5,LOW
H010,Abdominal Pain + Diarrhoea + Fever + Headache + Loss of Appetite,3,2,2,0.0003485535029627048,0.0004829751267809708,0.3856556387346051,0.04918032786885246,0.06896551724137931,1.0,2,1,0.0,0.40229885057471265,1,19.57,LOW
H010,Bleeding + Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash + Retro-orbital Pain,9,5,5,0.0010456605088881143,0.001207437816952427,0.15471303227883768,0.14754098360655737,0.1724137931034483,1.25,4,2,0.0,0.1685823754789273,1,17.14,LOW
H010,Fever + Headache + Joint Pain + Muscle Pain + Nausea + Rash,11,3,3,0.0012780295108632508,0.0007244626901714562,-0.43314087506311605,0.18032786885245902,0.10344827586206896,1.5,2,2,-0.5,-0.4263322884012539,2,14.5,LOW
H010,Fever + Night Sweats + Persistent Cough,10,4,4,0.0011618450098756826,0.0009659502535619416,-0.16860661675923694,0.16393442622950818,0.13793103448275862,1.3333333333333333,3,2,-0.5,-0.15862068965517237,1,11.0,LOW
H010,Chest Pain + Fatigue + Fever + Night Sweats + Persistent Cough + Weight Loss,22,4,4,0.0025560590217265015,0.0009659502535619416,-0.622093916708744,0.36065573770491804,0.13793103448275862,2.0,2,2,0.0,-0.6175548589341693,1,11.0,LOW
H010,Fever + Headache + Muscle Pain + Rash + Vomiting,6,3,3,0.0006971070059254096,0.0007244626901714562,0.039241729050953855,0.09836065573770492,0.10344827586206896,1.5,2,2,-0.5,0.05172413793103449,1,10.68,LOW
H010,Anaemia + Chills + Fatigue + Fever + Headache + Nausea + Sweating + Vomiting,7,2,2,0.0008132915069129778,0.0004829751267809708,-0.40614758339945495,0.11475409836065574,0.06896551724137931,1.0,2,1,0.0,-0.39901477832512317,1,8.0,LOW
H010,Breathlessness + Dry Cough + Fatigue + Fever + Loss of Smell + Sore Throat,7,2,2,0.0008132915069129778,0.0004829751267809708,-0.40614758339945495,0.11475409836065574,0.06896551724137931,1.0,2,1,0.0,-0.39901477832512317,1,8.0,LOW
H010,Diarrhoea + Fatigue + Fever + Headache + Loss of Appetite,11,2,2,0.0012780295108632508,0.0004829751267809708,-0.622093916708744,0.18032786885245902,0.06896551724137931,1.0,2,1,0.0,-0.6175548589341693,1,8.0,LOW
